model;mac;llid;vendor;cli;interface;inus;ifaceName;id
F660V3;;18;CZTE;"sho gpon onu sta gpon-olt_1/1/1 18
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:18      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:18

ONU interface:         gpon-onu_1/1/1:18
  Name:                ONU-1:18
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1161E30
  Password:            
  Device ID:           
  Description:         jerebenko
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8270m
  Online Duration:     619h 19m 59s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:18

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc1161e30 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:18;ZTEGC1161E30
;;1;CZTE;"sho gpon onu sta gpon-olt_1/1/7 1
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/7:1       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/7:1

ONU interface:         gpon-onu_1/1/7:1
  Name:                ONU-7:1
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC00548B7
  Password:            
  Device ID:           
  Description:         ONU-7:1
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7523m
  Online Duration:     170h 10m 59s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-11 13:21:32    2019-03-11 13:22:18     LOS      
   2   2019-03-11 13:22:45    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/7:1

Vendor ID:           ZTEG 
Version:             V2.20.20P1T6S 
SN:                  ZTEGc00548b7 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             N/A 
OMCC version:        a0 
Security capability: aes
Model:               F660
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/7;N;OLT 1/1/7:1;ZTEGC00548B7
;;12;CZTE;"sho gpon onu sta gpon-olt_1/1/2 12
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:12      enable       disable      unknown      OffLine      
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:12

ONU interface:         gpon-onu_1/1/2:12
  Name:                ONU-2:12
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         OffLine
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC005D126
  Password:            
  Device ID:           
  Description:         ONU-2:12
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        N/A
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   0000-00-00 00:00:00    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:12

Vendor ID:           N/A 
Version:             N/A 
SN:                  N/A 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   0 
TotalTrafficSchNum:  0 
TrafficMgmtOption:   N/A 
OperState:           N/A 
EquipID:             N/A 
OMCC version:        80 
Security capability: aes
Model:               N/A
Survival time:       N/A
TotalGemPortNum:     0
SysUpTime:           0
Region code:         N/A

zte320-melihovo.chv#sho run int gpon-onu_1/1/2:12
Building configuration...
!
interface gpon-onu_1/1/2:12
  tcont 1 name unlim profile unlim
  gemport 1 name unlim unicast tcont 1 dir both
  switchport mode hybrid vport 1
  service-port 1 vport 1 user-vlan 1222 vlan 1222 
!
end
zte320-melihovo.chv#sho onu run con gpon-onu_1/1/2:12
pon-onu-mng gpon-onu_1/1/2:12
  service 1 iphost 1 gemport 1 vlan 1222
  interface wifi wifi_0/2 state lock
  interface wifi wifi_0/3 state lock
  interface wifi wifi_0/4 state lock
  pppoe 1 nat enable user 15500705 password 3keaeyk7
  dhcp-ip ethuni eth_0/1 from-onu
  dhcp-ip ethuni eth_0/2 from-onu
  dhcp-ip ethuni eth_0/3 from-onu
  dhcp-ip ethuni eth_0/4 from-onu
!
";1/1/2;N;OLT 1/1/2:12;ZTEGC005D126
F660V3;;13;CZTE;"sho gpon onu sta gpon-olt_1/1/2 13
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:13      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:13

ONU interface:         gpon-onu_1/1/2:13
  Name:                ONU-2:13
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0549BF4
  Password:            
  Device ID:           
  Description:         ONU-2:13
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8315m
  Online Duration:     164h 37m 05s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    2019-02-28 23:55:45     DyingGasp 
   2   2019-02-28 23:56:51    2019-03-03 20:31:49     DyingGasp 
   3   2019-03-03 20:32:52    2019-03-06 11:09:56     LOSi     
   4   2019-03-06 11:11:10    2019-03-11 13:56:03     DyingGasp 
   5   2019-03-11 13:56:57    2019-03-11 18:55:48     DyingGasp 
   6   2019-03-11 18:56:40    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:13

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc0549bf4 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:13;ZTEGC0549BF4
F660V2.0;;10;CZTE;"sho gpon onu sta gpon-olt_1/1/2 10
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:10      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:10

ONU interface:         gpon-onu_1/1/2:10
  Name:                ONU-2:10
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0004761
  Password:            
  Device ID:           
  Description:         ONU-2:10
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8355m
  Online Duration:     312h 22m 42s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:09    2019-03-05 15:09:09     DyingGasp 
   2   2019-03-05 15:11:03    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:10

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0004761 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:10;ZTEGC0004761
F660V2.0;;11;CZTE;"sho gpon onu sta gpon-olt_1/1/2 11
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:11      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:11

ONU interface:         gpon-onu_1/1/2:11
  Name:                ONU-2:11
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC00083BA
  Password:            
  Device ID:           
  Description:         Nazin
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9356m
  Online Duration:     619h 19m 42s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:03    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:11

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc00083ba 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:11;ZTEGC00083BA
F660V3;;8;CZTE;"sho gpon onu sta gpon-olt_1/1/2 8
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:8       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:8

ONU interface:         gpon-onu_1/1/2:8
  Name:                ONU-2:8
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC04441EF
  Password:            
  Device ID:           
  Description:         ONU-2:8
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9294m
  Online Duration:     619h 20m 01s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:8

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc04441ef 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:8;ZTEGC04441EF
F660V2.0;;9;CZTE;"sho gpon onu sta gpon-olt_1/1/2 9
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:9       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:9

ONU interface:         gpon-onu_1/1/2:9
  Name:                ONU-2:9
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0054A16
  Password:            
  Device ID:           
  Description:         ONU-2:9
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8452m
  Online Duration:     355h 25m 00s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:15:31    2019-03-03 19:51:22     DyingGasp 
   2   2019-03-03 19:52:40    2019-03-03 20:07:22     DyingGasp 
   3   2019-03-03 20:08:46    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:9

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0054a16 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:9;ZTEGC0054A16
F660V3;;5;CZTE;"sho gpon onu sta gpon-olt_1/1/6 5
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/6:5       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/6:5

ONU interface:         gpon-onu_1/1/6:5
  Name:                ONU-6:5
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1157D85
  Password:            
  Device ID:           
  Description:         ONU-6:5
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7436m
  Online Duration:     78h 30m 07s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-09 21:08:20    2019-03-10 10:12:19     DyingGasp 
   2   2019-03-10 10:13:39    2019-03-10 13:47:23     DyingGasp 
   3   2019-03-10 13:49:38    2019-03-10 20:32:35     DyingGasp 
   4   2019-03-10 20:33:50    2019-03-11 09:47:35     DyingGasp 
   5   2019-03-11 09:51:20    2019-03-12 10:23:25     DyingGasp 
   6   2019-03-12 10:24:50    2019-03-12 20:54:24     DyingGasp 
   7   2019-03-12 20:56:30    2019-03-13 20:12:09     DyingGasp 
   8   2019-03-13 20:14:28    2019-03-14 12:51:33     DyingGasp 
   9   2019-03-14 12:53:37    2019-03-15 09:01:54     DyingGasp 
  10   2019-03-15 09:03:39    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/6:5

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc1157d85 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/6;Y;OLT 1/1/6:5;ZTEGC1157D85
F660V3;;4;CZTE;"sho gpon onu sta gpon-olt_1/1/6 4
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/6:4       enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/6:4

ONU interface:         gpon-onu_1/1/6:4
  Name:                ONU-6:4
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC108B060
  Password:            
  Device ID:           
  Description:         Grishenko
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7371m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-14 18:45:21    2019-03-14 20:52:33     DyingGasp 
   2   2019-03-14 20:53:40    2019-03-14 21:51:21     DyingGasp 
   3   2019-03-14 22:29:10    2019-03-14 23:15:56     DyingGasp 
   4   2019-03-15 08:55:39    2019-03-15 09:53:19     DyingGasp 
   5   2019-03-15 11:45:10    2019-03-15 12:36:39     DyingGasp 
   6   2019-03-15 14:49:30    2019-03-15 22:51:45     DyingGasp 
   7   2019-03-16 07:34:09    2019-03-16 12:24:03     DyingGasp 
   8   2019-03-16 12:25:11    2019-03-16 15:11:29     DyingGasp 
   9   2019-03-16 15:13:30    2019-03-16 22:23:29     DyingGasp 
  10   2019-03-16 22:40:42    2019-03-17 00:07:20     DyingGasp 
";1/1/6;N;OLT 1/1/6:4;ZTEGC108B060
F660V2.0;;3;CZTE;"sho gpon onu sta gpon-olt_1/1/6 3
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/6:3       enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/6:3

ONU interface:         gpon-onu_1/1/6:3
  Name:                ONU-6:3
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0074B07
  Password:            
  Device ID:           
  Description:         ONU-6:3
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7331m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:09    2019-02-23 11:52:38     DyingGasp 
   2   2019-02-23 11:54:10    2019-02-26 19:13:36     DyingGasp 
   3   2019-02-26 19:15:16    2019-03-05 20:40:49     DyingGasp 
   4   2019-03-05 20:42:27    2019-03-09 08:27:21     DyingGasp 
   5   2019-03-09 08:28:55    2019-03-12 14:16:34     DyingGasp 
   6   2019-03-12 14:18:05    2019-03-13 12:25:58     DyingGasp 
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/6:3

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0074b07 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-controlled 
OperState:           disable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/6;N;OLT 1/1/6:3;ZTEGC0074B07
F660V2.0;;2;CZTE;"sho gpon onu sta gpon-olt_1/1/6 2
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/6:2       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/6:2

ONU interface:         gpon-onu_1/1/6:2
  Name:                ONU-6:2
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC000D537
  Password:            
  Device ID:           
  Description:         ONU-6:2
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7733m
  Online Duration:     355h 25m 56s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:51    2019-03-01 10:14:04     DyingGasp 
   2   2019-03-01 10:17:16    2019-03-01 13:09:13     DyingGasp 
   3   2019-03-01 13:10:42    2019-03-01 13:24:20     DyingGasp 
   4   2019-03-01 13:36:40    2019-03-03 20:05:56     DyingGasp 
   5   2019-03-03 20:07:51    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/6:2

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc000d537 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/6;N;OLT 1/1/6:2;ZTEGC000D537
